,Time,Transaction Hash URL,Profit,Cost,Revenue
106398,2024-06-24 12:02:09,https://eigenphi.io/mev/bsc/tx/0x73579e2384c731df6dba0b6ee86fa61dfd18e8b001bec466a9f1f56ca82fdfab,<-$0.01,$0.81,$0.80
106455,2024-06-24 11:52:39,https://eigenphi.io/mev/bsc/tx/0x1499bb588d1ccd0ce5842c548ccd0b0e35e6a8062818ada7c9f2ba19d3dfc15d,<$0.01,$0.11,$0.11
106461,2024-06-24 11:51:27,https://eigenphi.io/mev/bsc/tx/0xab9d6dc62f4a236aceb75f64c758e984ec13d3ac0b561aecff41b69b3aebea9d,<$0.01,$0.15,$0.16
106466,2024-06-24 11:50:54,https://eigenphi.io/mev/bsc/tx/0x5a99a15c75b8058640ca381331345a3534b0e8ecbe5a4c78683dcd5d34afd163,-$0.24,$0.24,<$0.01
106472,2024-06-24 11:50:09,https://eigenphi.io/mev/bsc/tx/0xf524523def4ad03e8f84019e109a66d1b2990b974b2c4ccb7bff5b209d7c6b63,<$0.01,$0.11,$0.12
106490,2024-06-24 11:47:27,https://eigenphi.io/mev/bsc/tx/0xb68643ad23c626dc4a13abc6d11ce36a377cd3beef31308f714914015b36c42a,-$0.24,$0.24,<$0.01
106533,2024-06-24 11:43:00,https://eigenphi.io/mev/bsc/tx/0x4627b3325bb4bd81f4e39f987de90520067da4a9b0cc4dbad1811ed7657cb5dc,<$0.01,$0.19,$0.19
106548,2024-06-24 11:40:57,https://eigenphi.io/mev/bsc/tx/0x023a301d251e9a272c4395245912bf01d5f909b3543977797f3c77f7ea19a114,-$0.21,$0.22,<$0.01
106592,2024-06-24 11:37:06,https://eigenphi.io/mev/bsc/tx/0xb4886db95f6724fc3e6d467f0bb9ddf50e34c6906d961310bab1acef0c6eab7c,<$0.01,$0.22,$0.23
106724,2024-06-24 11:21:48,https://eigenphi.io/mev/bsc/tx/0x8164ff23f8ac4aee39c2f9cb25a6f30b8bda63f9f2403b08e4c1ae19a7caaa2e,<$0.01,$0.12,$0.12
106784,2024-06-24 11:08:21,https://eigenphi.io/mev/bsc/tx/0x23ae7229eab49e64e6501510581b74512b3fa10593454c67c5e34ef47a0b0ce5,<$0.01,$0.11,$0.12
106799,2024-06-24 11:05:21,https://eigenphi.io/mev/bsc/tx/0x8138dc4b60955f9b5ad4402bfd56098f633436946ed87604e236f0938c9b6f1d,<$0.01,$0.18,$0.19
106820,2024-06-24 11:00:24,https://eigenphi.io/mev/bsc/tx/0x00f110a30482b3bd748823a664973201aab573831422e29e11248779005371d3,<$0.01,$0.20,$0.20
106906,2024-06-24 10:33:39,https://eigenphi.io/mev/bsc/tx/0xfc929ccbcdd21f33a4115814dc7548a613f43b674c12f827c227da3e7d79dc0c,<$0.01,$0.17,$0.17
106988,2024-06-24 10:10:02,https://eigenphi.io/mev/bsc/tx/0xfc5ea8aa312dd8935c457046fd2ea7ea126a741a10774d31355f283dd24e1427,<$0.01,$0.18,$0.19
107162,2024-06-24 09:34:02,https://eigenphi.io/mev/bsc/tx/0xd1215c81f3c9de3124353396a104fac4bb17ca0620095d1850347f55ebde5ca3,<$0.01,$0.20,$0.20
107172,2024-06-24 09:32:33,https://eigenphi.io/mev/bsc/tx/0x666a9bdf16d508b5172c33f18dcb268377ee583279ab2d450d6321c50fdef696,<$0.01,$0.11,$0.11
107237,2024-06-24 09:17:12,https://eigenphi.io/mev/bsc/tx/0x2dfc7121ba69c5382e29e39ece95d15526271f6021188b5ee515c3d17640e09b,<$0.01,$0.11,$0.12
107267,2024-06-24 09:10:15,https://eigenphi.io/mev/bsc/tx/0x9341a2d7c1a73eae826f33d04b1031c2011d6487c458256bda79d4ca99eefba4,<$0.01,$0.28,$0.28
107316,2024-06-24 08:53:24,https://eigenphi.io/mev/bsc/tx/0x7e2dfa29cc44b4f248caf409b8967bf381fb0fd065b4d5dbd36806f14044553a,<$0.01,$0.10,$0.11
107400,2024-06-24 08:37:53,https://eigenphi.io/mev/bsc/tx/0x8dd690f5956483423a6678c1f5c8056e9e3890cba7494ff326020dbc721afb50,<-$0.01,$0.43,$0.42
107424,2024-06-24 08:30:52,https://eigenphi.io/mev/bsc/tx/0xaf04ca5b7132ee97508054ed0f6a92766855d4b3e3a17a925fddaecdca19443b,<$0.01,$0.13,$0.14
107470,2024-06-24 08:22:16,https://eigenphi.io/mev/bsc/tx/0x19f9631ef6cdb8cc3e6dd356d09b1fa5e735c4f8d555200adcca23502cbb299a,<$0.01,$0.15,$0.16
107501,2024-06-24 08:17:39,https://eigenphi.io/mev/bsc/tx/0x7bb66c556649ca3a5e6b7d30e1598193f75d86210a487f46a3b23b2fd175c9d3,<$0.01,$0.38,$0.38
107549,2024-06-24 08:07:54,https://eigenphi.io/mev/bsc/tx/0x0f8c61e51022fbf3b3a2096d84cc8dd0eda2eff57d29143c6390f92da7a013f6,<$0.01,$0.15,$0.16
107558,2024-06-24 08:07:06,https://eigenphi.io/mev/bsc/tx/0x1c49ce33738e148012a94b91090fa2d9bb1ab8eb9355fbbc84e09d47280b6d9f,<$0.01,$0.32,$0.32
107577,2024-06-24 08:02:03,https://eigenphi.io/mev/bsc/tx/0xf104e65cd9e3442d39f2f173c83b588ffbe87dc8951237792ed3052689ce8e8f,-$0.24,$0.24,<$0.01
107681,2024-06-24 07:38:10,https://eigenphi.io/mev/bsc/tx/0xe230a2be71272c5c67865cbbf754eb0444bdc9a069676871c96a0fa0603555d3,<$0.01,$0.15,$0.15
107689,2024-06-24 07:36:58,https://eigenphi.io/mev/bsc/tx/0x67f6afb6dd2eae643bca6c7db2c6e44a0c810bdf8060cc091030cca603d1ff4c,<$0.01,$0.13,$0.14
107691,2024-06-24 07:36:21,https://eigenphi.io/mev/bsc/tx/0x26618f88902b424e7e658f4b405462244c320d52d240414b433dce287560edbc,-$0.28,$0.27,<-$0.01
107695,2024-06-24 07:36:08,https://eigenphi.io/mev/bsc/tx/0x12d9036f81cbcd396b8f2f4a465905d328a0a6d06804c2b6edcdee9d6821dfc3,<$0.01,$0.33,$0.34
107725,2024-06-24 07:28:23,https://eigenphi.io/mev/bsc/tx/0x6d95d818585e586b95c8fd24aebd6310b3f3ea95326a79b16a23459edd3512a3,<$0.01,$0.15,$0.16
107753,2024-06-24 07:23:53,https://eigenphi.io/mev/bsc/tx/0x9e4e8b893b1c1b7321ac185847bf683464b9e7c6220857abe61e860bf6e1e6a4,<$0.01,$0.54,$0.55
107811,2024-06-24 07:14:37,https://eigenphi.io/mev/bsc/tx/0x5c335aa75cbb39d3b313f1aeea59c4f63cf3b8f43a7a98a4fde94884ef2ac79b,-$0.23,$0.24,<$0.01
107865,2024-06-24 07:02:19,https://eigenphi.io/mev/bsc/tx/0xf3b4de71f1938d838ebe8a8e4bd1ed4acc514d6d81d9097ba6b6e08a805bac8e,<$0.01,$0.15,$0.15
107873,2024-06-24 07:00:22,https://eigenphi.io/mev/bsc/tx/0xc2e79d84adfb6ecd2d701d2f672f9cb077b75eb70263e257eb0d69dc8e438ee2,-$0.27,$0.27,<$0.01
107877,2024-06-24 06:58:52,https://eigenphi.io/mev/bsc/tx/0x5689a924e493463e50818c34878e7329cf9bbfb1041561d8c10da9ac3bc45483,-$0.21,$0.22,<$0.01
107900,2024-06-24 06:53:28,https://eigenphi.io/mev/bsc/tx/0x7e248c0a066a643ddbc2fa92d387b9ee112716273e509e98a4a6482168b6e0e2,<$0.01,$0.13,$0.13
107902,2024-06-24 06:52:55,https://eigenphi.io/mev/bsc/tx/0xf19ccc8692928c63cdef6c073e7b86f306efbf576029b397cfb094243dfc06ee,<$0.01,$0.25,$0.26
107909,2024-06-24 06:51:46,https://eigenphi.io/mev/bsc/tx/0xf2305b2b6f5d240f76de2bbd50f67c1c6734bec4449c4a2583e9efb4509ef9d7,<$0.01,$0.17,$0.18
107945,2024-06-24 06:44:58,https://eigenphi.io/mev/bsc/tx/0xe74d61552a57c48a83a860b4f25c9c94ff174b9a4c6082536e3b134cba5540e3,-$0.24,$0.25,<$0.01
108051,2024-06-24 06:23:09,https://eigenphi.io/mev/bsc/tx/0x8fcea24d332d6d0c77b31c4a473012e1af2125bf5b53bef53562281253e35e69,<$0.01,$0.16,$0.16
108129,2024-06-24 06:02:24,https://eigenphi.io/mev/bsc/tx/0x1cf778ff236dcb1c0fa40214f502206a281124f2ba00e863cdaa81fd8a60cdd4,<$0.01,$0.15,$0.16
108262,2024-06-24 05:38:35,https://eigenphi.io/mev/bsc/tx/0xfab26dac2dd2b761b612beb892ecf10e57a63b318f667e04ff8dd0e1c31c69e8,<-$0.01,$0.15,$0.15
108350,2024-06-24 05:20:06,https://eigenphi.io/mev/bsc/tx/0xbba8b9dc1bb774c0a3f02afb52d21dcb48c6543244781d6c9188c14fb579b3a5,<-$0.01,$0.26,$0.26
108438,2024-06-24 05:04:33,https://eigenphi.io/mev/bsc/tx/0x0f9472e1b1a185bc5bec71ecb7ef6d60dcbebf15200990fdb0488c0ba863fdfb,<$0.01,$0.15,$0.15
108452,2024-06-24 05:03:03,https://eigenphi.io/mev/bsc/tx/0xf66d25c4fcb236d0430c067f529d4c054e1a229761f334efe9bf141d6fd320b5,<$0.01,$0.11,$0.11
108460,2024-06-24 05:02:39,https://eigenphi.io/mev/bsc/tx/0x2ef5947a19ebfe7d1da81a7329bc19b12b3d897a8c02a3a04ff11cbf05936888,<$0.01,$0.14,$0.15
108494,2024-06-24 04:59:15,https://eigenphi.io/mev/bsc/tx/0x770ef562e4d11180ac3d6f971a32279d2753c7a5dec27252e4e6be852dda4979,<$0.01,$0.29,$0.30
108528,2024-06-24 04:55:24,https://eigenphi.io/mev/bsc/tx/0x3f67fc514820da6aa6cc12c19607ecda763135cc39f28baed57c3ffc3fddfcac,<$0.01,$0.15,$0.16
108557,2024-06-24 04:49:54,https://eigenphi.io/mev/bsc/tx/0xea4fdb78d85ce008dcf5c116f26fdbb87978ab3391dcd7396ae6602f61f99647,<$0.01,$0.15,$0.16
108560,2024-06-24 04:49:24,https://eigenphi.io/mev/bsc/tx/0x403bd19d443c72d7db501d48bc572e2f363112f56f734d3a9119fff636cc7963,<$0.01,$0.15,$0.16
108570,2024-06-24 04:47:57,https://eigenphi.io/mev/bsc/tx/0x34ba3186ca2566ec52cfc113f4e1a91b76aa7ef013458d8ec6c570408e2deb66,<$0.01,$0.11,$0.11
108614,2024-06-24 04:38:50,https://eigenphi.io/mev/bsc/tx/0xf1984ce548c083b9bac024e6cf1a4b9c341dd63fea9e4a7975a3f69b9dccfbea,<$0.01,$0.11,$0.12
108628,2024-06-24 04:35:24,https://eigenphi.io/mev/bsc/tx/0x6b7353ac3a7d930d10229437426bba89aaef68511a1efb49562fa19ed59118b0,<$0.01,$0.15,$0.16
108636,2024-06-24 04:34:09,https://eigenphi.io/mev/bsc/tx/0x3103e6c3cabb5679d80ad42a0e3e80c94976abfcdcb76fcb196db022e29ac7f0,<-$0.01,$0.23,$0.23
108659,2024-06-24 04:28:34,https://eigenphi.io/mev/bsc/tx/0x8f5bd3a92575d8546b34544b76ef8c229fc39b548e4bc12b6cf49e6f491a5134,<$0.01,$0.10,$0.10
108721,2024-06-24 04:20:23,https://eigenphi.io/mev/bsc/tx/0x7ff129fea062008470337613d0e50ee95d3ff86d45e9f21d656da1b1ec473268,<$0.01,$0.14,$0.15
108826,2024-06-24 03:53:43,https://eigenphi.io/mev/bsc/tx/0xd32b692610f718e7ec7468041624bf025667a0545515b693d5c9c5553bb7ed92,<$0.01,$0.32,$0.33
108829,2024-06-24 03:52:43,https://eigenphi.io/mev/bsc/tx/0x5e0e3a163b7eace05ad310eda36ccdc5e4f8e198d48634190ce47f6791292f48,<$0.01,$0.34,$0.34
108839,2024-06-24 03:48:55,https://eigenphi.io/mev/bsc/tx/0xc8d74c2b1b4191e4201a8deb74874b5c2efebeb168cbd7fd5a1eec38b2b8f4da,<$0.01,$0.11,$0.11
108845,2024-06-24 03:47:58,https://eigenphi.io/mev/bsc/tx/0xff856c28473f94b6b65860d8ce78a45eee463c0def473bcc2fec9dd373c477f1,<$0.01,$0.14,$0.14
108932,2024-06-24 03:32:47,https://eigenphi.io/mev/bsc/tx/0x86d0fb7ba2e5ed1fe36883c94f3a5b112399aeab5bd4c2b9b49cf843c2ea4c4e,<$0.01,$0.20,$0.20
109046,2024-06-24 03:07:29,https://eigenphi.io/mev/bsc/tx/0xe1590054e0bae2e87873e23d872a0d2f0d7ff7b9667337b1112388ccbfbceb87,<$0.01,$0.18,$0.19
109085,2024-06-24 02:56:35,https://eigenphi.io/mev/bsc/tx/0x5a011ebf0e3af549ba879f4307f45a28962db1e3c46a8e1c644ad2c93f3be162,<$0.01,$0.35,$0.35
109109,2024-06-24 02:50:50,https://eigenphi.io/mev/bsc/tx/0xb67bff51ec6a69ad23f33ff33df268f3ac217abc893694de00a8c3c67118a68d,<$0.01,$0.14,$0.14
109111,2024-06-24 02:50:38,https://eigenphi.io/mev/bsc/tx/0x4d818421aede0fee5f3ea32572397d68ff0eda427e0fa49a67f4306931e2aae6,<$0.01,$0.15,$0.16
109147,2024-06-24 02:44:25,https://eigenphi.io/mev/bsc/tx/0x2531d017151ded245a796fb79ba9cae84d70bf35bd4ef8e231dc7b732abcc757,<$0.01,$0.21,$0.21
109155,2024-06-24 02:43:01,https://eigenphi.io/mev/bsc/tx/0xdcd65b51c65a2bc59fe573d435e6b4b99ed532a45230ed3d7f8023137f2ffa35,<$0.01,$0.23,$0.24
109172,2024-06-24 02:40:28,https://eigenphi.io/mev/bsc/tx/0xf55dd8455de77f50f0191fa868116af2901296b3a57da0af1d6e4cae5e7ece48,<$0.01,$0.18,$0.19
109200,2024-06-24 02:32:34,https://eigenphi.io/mev/bsc/tx/0x627647cb5d621ff970eafc7b1438df0014b98cd988b797a713a63719f1382dd9,<$0.01,$0.24,$0.24
109228,2024-06-24 02:25:40,https://eigenphi.io/mev/bsc/tx/0xf5f93d98407bc8d19a586262e9e755e9a74f38922b6675d71380aef39d8c6787,<$0.01,$0.15,$0.16
109272,2024-06-24 02:15:46,https://eigenphi.io/mev/bsc/tx/0xe519fc9e49811c8509126756e6bf7741634549bbf62677739a3222737956a293,<$0.01,$0.20,$0.20
109292,2024-06-24 02:12:13,https://eigenphi.io/mev/bsc/tx/0x02689b9186c8ccdc0a8032a1b49cbbca87f03473b14b2269dff07f128428e214,<$0.01,$0.20,$0.20
109368,2024-06-24 01:55:03,https://eigenphi.io/mev/bsc/tx/0xefc767ee04e901b396c1083ad68a63692e4972c1fc17595768f37a790dfad7fa,<$0.01,$0.14,$0.14
109370,2024-06-24 01:54:27,https://eigenphi.io/mev/bsc/tx/0xfd9c10afd9ad07bfa9b6734f07c8cafe628ebf7da3f212a645f18d735f197d6a,<$0.01,$0.14,$0.15
109373,2024-06-24 01:54:12,https://eigenphi.io/mev/bsc/tx/0x3b35c3a1c87ce459b181921cb79125ccecd67c6e85c6c1f408006b5ba0e1d034,<$0.01,$0.14,$0.14
109378,2024-06-24 01:53:36,https://eigenphi.io/mev/bsc/tx/0xe94f783fc6c0941528a273dc2d4eaa2d9d937c8b4af3b84ac49be6260bf704ae,<$0.01,$0.14,$0.15
109380,2024-06-24 01:53:18,https://eigenphi.io/mev/bsc/tx/0x0a3effd9d8b60afdcad84b393fddb7116b34ca8cdf0f166522b5a6c3723b6c8e,<$0.01,$0.18,$0.19
109396,2024-06-24 01:51:36,https://eigenphi.io/mev/bsc/tx/0xbcb16577006974bffc61986a0582d68437058ea444ad557c4f2f84a33c16881f,<$0.01,$0.14,$0.14
109400,2024-06-24 01:50:51,https://eigenphi.io/mev/bsc/tx/0x2c4564aa1540c6a09cccb68ca763d6612ba3d05b8f5171903b169a1dde24da0c,<$0.01,$0.31,$0.31
109423,2024-06-24 01:46:39,https://eigenphi.io/mev/bsc/tx/0xa70b9e1a45ff4e915db0f6f41673d14b5b620ee544202109724f43bc2658e095,-$1.68,$1.68,<$0.01
109551,2024-06-24 01:23:28,https://eigenphi.io/mev/bsc/tx/0xd8226a81f5965695c4868d6e4f4a008461c7936f3276c46d89203268fe8b47eb,<-$0.01,$0.27,$0.27
109573,2024-06-24 01:19:46,https://eigenphi.io/mev/bsc/tx/0xfb41ba9d44a4b0251eeef57157c24f2bbb171c1cbc31d2207c19aa072ab22816,<$0.01,$0.17,$0.18
109581,2024-06-24 01:18:19,https://eigenphi.io/mev/bsc/tx/0xde005cec74f215ff693e6f85850d2cee447a0233aa0894e630642799fcc377aa,<$0.01,$0.15,$0.16
109599,2024-06-24 01:16:19,https://eigenphi.io/mev/bsc/tx/0xca15e2559a2646eecf6acaa37b0e3c887a27720355012c82aee8f954a439d226,<$0.01,$0.13,$0.13
109610,2024-06-24 01:13:52,https://eigenphi.io/mev/bsc/tx/0xb90d027c16a4f9b696aa55a060168b20b1340bfd7f96d0965e87be0f82ab4018,<$0.01,$0.11,$0.12
109654,2024-06-24 01:08:13,https://eigenphi.io/mev/bsc/tx/0xe722c96a4323a34269881fd800fad6be35f21841afea272dfb6108007b267bba,<$0.01,$0.22,$0.23
109656,2024-06-24 01:07:49,https://eigenphi.io/mev/bsc/tx/0x61b305c21ea72908777b91c9b425978a056fb3bdae64d97ac58fa3de48b4a1b4,<$0.01,$0.15,$0.16
109659,2024-06-24 01:07:31,https://eigenphi.io/mev/bsc/tx/0x82cf7a5c1afad83cd5163824df63de961803e7b304a354782822e29ba0aca5ee,<$0.01,$0.13,$0.14
109677,2024-06-24 01:06:19,https://eigenphi.io/mev/bsc/tx/0x493d7cd78c23548a3313615b1aacfc16d103cc6d8e428d2405757d411ee3b777,<$0.01,$0.18,$0.19
109690,2024-06-24 01:05:49,https://eigenphi.io/mev/bsc/tx/0x17c8f2958e658ac22f77fd9812c3470adf666d84a37cd11ad4b37f53f8de1165,<$0.01,$0.12,$0.13
109789,2024-06-24 00:59:07,https://eigenphi.io/mev/bsc/tx/0x180207c5987376addaec63f5e151fcbe4bfe05c6b16ece5cd072e64f24e580ab,<$0.01,$0.19,$0.19
109816,2024-06-24 00:57:49,https://eigenphi.io/mev/bsc/tx/0x52629afe2a3c9673e385e26e46d09a6fca29f68b5b5683b244542c6f911e50bf,-$0.22,$0.23,<$0.01
109878,2024-06-24 00:54:37,https://eigenphi.io/mev/bsc/tx/0x103178b32cae7f2297db83566e206cd41dc7f38c79eaf10c17cfe48544dbb5d5,<$0.01,$0.19,$0.19
109903,2024-06-24 00:52:43,https://eigenphi.io/mev/bsc/tx/0x0dc7465f2af77e5bf6db11237dc72c9866c2ede6d34f8b3dbb192726a5e716fe,<$0.01,$0.15,$0.15
109914,2024-06-24 00:52:16,https://eigenphi.io/mev/bsc/tx/0x9356857e9bbfc1d502d2bfdcc52ca6e0a05661a007bd55755c78b6338f5c448c,<$0.01,$0.20,$0.20
109922,2024-06-24 00:51:49,https://eigenphi.io/mev/bsc/tx/0x3211971756f45475723fb86ee04c50bba1dbc083c9c47773670fcc9bd73b6ddf,<$0.01,$0.32,$0.33
109933,2024-06-24 00:51:25,https://eigenphi.io/mev/bsc/tx/0x8b29e8f426e63e69c029d31d4ff02342bce2363d8370f0bb6e1e7554378b40ef,<$0.01,$0.27,$0.27
109962,2024-06-24 00:49:35,https://eigenphi.io/mev/bsc/tx/0xa98ba4f7e851bba7caf54ebcf1fe2fe75a6921855d4336bf78b7391962121741,<$0.01,$0.20,$0.20
109965,2024-06-24 00:49:20,https://eigenphi.io/mev/bsc/tx/0x2b5799fd278366a261192d881c558c49791f17f45219fa3111abd6e4c39ebb0c,<-$0.01,$0.32,$0.32
109969,2024-06-24 00:48:58,https://eigenphi.io/mev/bsc/tx/0x9cf7ce4337075f2e65e1dc162bec6bbc229d00f0c7bd08d6c63388f68791a783,<$0.01,$0.20,$0.20
110010,2024-06-24 00:43:32,https://eigenphi.io/mev/bsc/tx/0x77bfafda4111fe1efdda2d64cb95c95352ef1c13e68cd4f6727d32a256453549,<$0.01,$0.35,$0.36
110027,2024-06-24 00:41:15,https://eigenphi.io/mev/bsc/tx/0x5d7729f0df1dcdbc3555eae24b14ac9a51079d9302f20d5ded0e11d86891387c,<$0.01,$0.14,$0.14
110042,2024-06-24 00:38:47,https://eigenphi.io/mev/bsc/tx/0xf2a10fe4c9ea150ea893647b8eb6fcfbac23c0d4f4a6bfb3e36dd5bf143fb7de,<$0.01,$0.20,$0.20
110043,2024-06-24 00:38:44,https://eigenphi.io/mev/bsc/tx/0xfafd732edb74ed4003f77a08b0686299a690f4e1d6603584a793566c6c7aca7d,<$0.01,$0.20,$0.20
110044,2024-06-24 00:38:38,https://eigenphi.io/mev/bsc/tx/0x541df8cf14f2f291fe9e09b49bb988b00030cae75bfc15fd87c3e095d5fe8040,<$0.01,$0.20,$0.20
110045,2024-06-24 00:38:26,https://eigenphi.io/mev/bsc/tx/0xc62a54aadb836f56871343d535fbc13d631064116b818fdef2bcd5b07c1a55dc,<$0.01,$0.20,$0.20
110046,2024-06-24 00:38:23,https://eigenphi.io/mev/bsc/tx/0xb982080094b949624b09839d4717e9b8f560f0bc5d1116318e0aaa42b2e25895,<$0.01,$0.20,$0.20
110049,2024-06-24 00:38:14,https://eigenphi.io/mev/bsc/tx/0x634b4cf1a37fa3bdcadd0caa7ba7545b08636f0889c0484f17385ff8684a349d,<$0.01,$0.20,$0.20
110051,2024-06-24 00:37:59,https://eigenphi.io/mev/bsc/tx/0xda9369fb68259b46649986e1f110570e6592a3a3befec90d84d6c9105af3702e,<$0.01,$0.20,$0.20
110052,2024-06-24 00:37:50,https://eigenphi.io/mev/bsc/tx/0xe2fba2e7ef2f502c2e384ef0f16e9cf3b051757c0d3c03821448c6efe6fe3cb4,<$0.01,$0.20,$0.20
110054,2024-06-24 00:37:44,https://eigenphi.io/mev/bsc/tx/0x6282b521e4319e4cf91a35e2a442f33fe78bb541f7779b7cee83c14742284dd7,<$0.01,$0.20,$0.20
110057,2024-06-24 00:37:35,https://eigenphi.io/mev/bsc/tx/0x984d87d10d8eab4858d08b299ce6c6af0ef929608289f1a07a7cca1f0446e1aa,<$0.01,$0.20,$0.20
110060,2024-06-24 00:37:32,https://eigenphi.io/mev/bsc/tx/0xb1a601eeee7e777ec3c063b9cfae2438b767a6b18c8807982a7409cd5af68fc2,<$0.01,$0.20,$0.20
110061,2024-06-24 00:37:29,https://eigenphi.io/mev/bsc/tx/0x25721cbea6b602999921201dcf9d04620f8305b9bb8aaee13f94c9817e2fba0e,<$0.01,$0.20,$0.20
110066,2024-06-24 00:37:11,https://eigenphi.io/mev/bsc/tx/0x6cf7809d00a2c764b32e139e38fd2fe3785a7a7664ebcace79019b20137b273e,<$0.01,$0.20,$0.20
110067,2024-06-24 00:37:08,https://eigenphi.io/mev/bsc/tx/0x84e6e8f9d20ff544d50eaf84b0028f50b35431e3bd6a9db75331077e71d87a2d,<$0.01,$0.20,$0.20
110068,2024-06-24 00:37:02,https://eigenphi.io/mev/bsc/tx/0x2b42a45d021d445ef87ea30ed92957128115b32893b7e83c12ce3714019a25d1,<$0.01,$0.20,$0.20
110072,2024-06-24 00:36:46,https://eigenphi.io/mev/bsc/tx/0xd9f0185cdf2df294abcde3202584d3019ab3d0d7e987c89206711613a29b3461,<$0.01,$0.20,$0.20
110074,2024-06-24 00:36:31,https://eigenphi.io/mev/bsc/tx/0x00aaf6f8906b155e122d5304cc87bd796b2fb906f138eff6640b988f5d76d4ac,<$0.01,$0.20,$0.20
110076,2024-06-24 00:36:25,https://eigenphi.io/mev/bsc/tx/0x4849631c6f7140343eea29c324da81c9f5ba69d7e66b83bf2bb3b0b2b42f9547,<$0.01,$0.20,$0.20
110078,2024-06-24 00:36:19,https://eigenphi.io/mev/bsc/tx/0xd4b5f2e91cd6f929b0a610c04a574de01cc00ed27fd8502b8d4f45abf2a7a720,<$0.01,$0.20,$0.20
110079,2024-06-24 00:36:19,https://eigenphi.io/mev/bsc/tx/0xc018c438ec25931b13cddeb8f46d16aae0bb2358ae417a69e824fb0a61ca0d57,<$0.01,$0.15,$0.16
110080,2024-06-24 00:36:08,https://eigenphi.io/mev/bsc/tx/0x5bd17f94397b020d5da4793cc692a88f910bdf7da533c8816e83579583d31742,<$0.01,$0.20,$0.20
110086,2024-06-24 00:35:24,https://eigenphi.io/mev/bsc/tx/0xfd1ca0c8b333d370e81ad7e37b3dc9a015862b791f7aead62ae44642420bed14,<$0.01,$0.20,$0.20
110087,2024-06-24 00:35:21,https://eigenphi.io/mev/bsc/tx/0x9a1320a03109e945be4564a8da32c33ce55501a71f7e394cbdb430c87f7cac39,<$0.01,$0.20,$0.20
110093,2024-06-24 00:35:00,https://eigenphi.io/mev/bsc/tx/0x211fba6e68f91a7651916828dab05300e2c08091d87ad2f7a8eebb72c32c8b25,<$0.01,$0.20,$0.20
110096,2024-06-24 00:34:48,https://eigenphi.io/mev/bsc/tx/0x5a27f3aabf290bb7214cf8365d4b329529e15c1878a51c869170232b8890b459,<$0.01,$0.20,$0.20
110105,2024-06-24 00:34:18,https://eigenphi.io/mev/bsc/tx/0xd487745175b866d18381403ee54ac429c99198d6d513d758c6eff4e6f2782635,<$0.01,$0.15,$0.16
110120,2024-06-24 00:32:00,https://eigenphi.io/mev/bsc/tx/0x50734dfa5c1197e6a85134033e6d91e8b904cc0a076f367de0bf4907b3c40a40,<-$0.01,$0.20,$0.19
110121,2024-06-24 00:31:51,https://eigenphi.io/mev/bsc/tx/0x6178f1a43130a2013b9f58d92bc9969b6a541da54be04897ad2119d79c71bcf2,<-$0.01,$0.20,$0.19
110122,2024-06-24 00:31:36,https://eigenphi.io/mev/bsc/tx/0xcd7b888e918460e51c44c61048f4b42f14164a974c9d71d7ece724cba389004b,<-$0.01,$0.20,$0.19
110126,2024-06-24 00:31:27,https://eigenphi.io/mev/bsc/tx/0xabd039b50e9ef6273f58df7273f42d8a4781a414e786f61c5d3fb4c32ced2857,<-$0.01,$0.20,$0.19
110183,2024-06-24 00:27:48,https://eigenphi.io/mev/bsc/tx/0xfee8b1d927907fff54b83a30a807dfbcc91efb0fda7888a58237a9c84338b7f6,<-$0.01,$0.19,$0.18
110189,2024-06-24 00:27:21,https://eigenphi.io/mev/bsc/tx/0xd6af015302a039a14824be0d9d7997f742b135163287666559651106e643cd72,<$0.01,$0.18,$0.19
110255,2024-06-24 00:24:03,https://eigenphi.io/mev/bsc/tx/0xba831f179e0285b576e2a50dd64c3bc84550b9411942bee3deb2d4273342302e,<-$0.01,$0.32,$0.32
110261,2024-06-24 00:23:54,https://eigenphi.io/mev/bsc/tx/0x1b83557acbbf1335eca2d81d37e6ac399fee6e6750b49398c26eb03ae0d6a5e1,-$0.22,$0.23,<$0.01
110288,2024-06-24 00:22:27,https://eigenphi.io/mev/bsc/tx/0x0e23eac0c7b32f4834d66ca79ad58b9b7297fc2ab83a9e9a472b478a627a1746,<-$0.01,$0.46,$0.46
110350,2024-06-24 00:13:48,https://eigenphi.io/mev/bsc/tx/0x06bb14d6055d9f5484380e03291402bba1283d437ee913066ccfc0a4645483af,<$0.01,$0.15,$0.16
110366,2024-06-24 00:12:39,https://eigenphi.io/mev/bsc/tx/0xe80683deeb903267e740555b09714f85bf169966d1b8f6abd559668cd9e9a4dd,<$0.01,$0.14,$0.15
110388,2024-06-24 00:11:15,https://eigenphi.io/mev/bsc/tx/0xaecadae4265e7bfdc49031a8f99dd697034f3db395fb0075b9b556900f52e519,<$0.01,$0.15,$0.16
110413,2024-06-24 00:10:21,https://eigenphi.io/mev/bsc/tx/0x76071df7f7e8426e677e696973e41a4d4aba8606aa1c8fa39395a7af87c037ff,<$0.01,$0.17,$0.17
110441,2024-06-24 00:07:51,https://eigenphi.io/mev/bsc/tx/0x4e66ef29f1301ec8e0c44f9f4c8bc36e4dd8e44e34a017bd66b419f0f27d8333,<-$0.01,$0.27,$0.27
