,time,ETH,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,0x09a3ecafa817268f77be1283176b946c4ff2e608,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,0xa3ee21c306a700e682abcdfe9baa6a08f3820419,0xbe9375c6a420d2eeb258962efb95551a5b722803,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0x4fe83213d56308330ec302a8bd641f1d0113a4cc
0,1623196800,2509.23,7.093,4.217,0.2883,3.371,0.02231,0.0,0.351159856734541
1,1623283200,2610.64,7.225,4.172,0.297,3.65,0.02337,0.0,0.3341684780489219
2,1623369600,2471.56,7.239,3.993,0.3812,3.314,0.02326,0.0,0.3043154425136998
3,1623456000,2355.09,7.218,3.848,0.3983,3.264,0.02207,0.0,0.2718486441853643
4,1623542400,2369.62,6.961,3.742,0.3948,3.149,0.02024,0.0,0.3162515592246863
5,1623628800,2509.7,7.012,3.82,0.4764,3.277,0.02136,0.0,0.3113038763021213
6,1623715200,2582.12,6.94,3.933,0.5019,3.372,0.02244,0.0,0.3112927601156751
7,1623801600,2543.6,6.78,4.027,0.5712,3.296,0.02236,0.0,0.3018231185674443
8,1623888000,2367.7,6.639,3.87,0.5217,3.211,0.02084,0.0,0.2772731833532003
9,1623974400,2372.31,6.814,4.7,0.6299,3.157,0.02071,0.0,0.3392528217462514
10,1624060800,2233.57,6.358,5.143,0.5267,2.923,0.01963,0.0,0.292091445138444
11,1624147200,2166.61,6.183,4.619,0.4588,2.888,0.01891,0.0,0.2858144376840547
12,1624233600,2243.6,6.215,4.502,0.4152,2.83,0.01923,0.0,0.2825914682153594
13,1624320000,1887.89,5.412,4.567,0.3,2.293,0.01378,0.0,0.2315074541802629
14,1624406400,1880.83,5.374,4.693,0.2535,2.437,0.01238,0.0,0.2149075764875286
15,1624492800,1968.56,5.724,4.82,0.2704,2.743,0.01313,0.0,0.2286837316261271
16,1624579200,1989.01,5.708,4.659,0.2698,2.741,0.01406,0.0,0.2305822056229529
17,1624665600,1810.27,5.467,4.15,0.2434,2.425,0.013,0.0,0.2122773375636748
18,1624752000,1830.94,4.867,4.044,0.2452,2.408,0.01324,0.0,0.223687937776675
19,1624838400,1983.33,5.238,4.101,0.2972,2.485,0.0143,0.0,0.233530635187819
20,1624924800,2083.8,5.955,4.088,0.2843,2.338,0.01634,0.0,0.2326600064033585
21,1625011200,2165.61,6.208,4.137,0.2861,2.726,0.01756,0.0,0.2391262256710992
22,1625097600,2276.14,6.328,3.987,0.2715,2.465,0.01882,0.0,0.234236605253936
23,1625184000,2109.29,5.947,3.798,0.253,2.474,0.02033,0.0,0.2304197743442612
24,1625270400,2155.65,6.201,3.738,0.261,2.464,0.02147,0.0,0.2348657296574469
25,1625356800,2227.18,6.789,3.821,0.264,2.609,0.02147,0.0,0.2335436301378875
26,1625443200,2323.27,6.927,3.914,0.2709,2.646,0.02168,0.0,0.2453323674795357
27,1625529600,2196.71,6.787,3.779,0.2584,2.534,0.02039,0.0,0.2390662591121563
28,1625616000,2322.63,6.846,3.847,0.3265,2.498,0.02079,0.0,0.2589760195021533
29,1625702400,2317.12,6.813,3.958,0.3167,2.514,0.02085,0.0,0.2530983881565661
30,1625788800,2114.51,6.454,3.694,0.2834,2.437,0.0184,0.0,0.2405861080183009
31,1625875200,2145.67,6.439,3.713,0.2798,2.409,0.01852,0.0,0.2401772367456729
32,1625961600,2110.47,6.211,3.737,0.2796,2.385,0.01859,0.0,0.2327753909705182
33,1626048000,2140.45,6.196,3.737,0.3093,2.429,0.01916,0.0,0.2371021155087029
34,1626134400,2032.88,5.961,3.523,0.2904,2.361,0.01996,0.0,0.231141151083632
35,1626220800,1940.61,5.908,3.338,0.2879,2.312,0.01923,0.0,0.2253604202913115
36,1626307200,1994.22,5.622,3.273,0.2964,2.265,0.01829,0.0,0.2235477126966214
37,1626393600,1918.17,5.448,3.366,0.2802,2.129,0.01717,0.0,0.2137011493403399
38,1626480000,1877.05,5.277,3.117,0.2672,1.956,0.01545,0.0,0.2060838189659596
39,1626566400,1899.96,5.407,3.002,0.261,1.952,0.01624,0.0,0.206368726907642
40,1626652800,1891.96,5.307,2.973,0.2607,1.993,0.01612,0.0,0.2049338967532866
41,1626739200,1818.6,4.941,2.774,0.2473,1.877,0.01555,0.0,0.1920494843061183
42,1626825600,1786.52,4.84,2.632,0.223,1.671,0.01417,0.0,0.1774348846817788
43,1626912000,1994.98,5.261,2.731,0.2394,1.831,0.01516,0.0,0.1922192361827023
44,1626998400,2024.74,5.284,2.756,0.2478,1.843,0.01577,0.0,0.1937423800069543
45,1627084800,2125.57,5.928,2.755,0.2462,1.902,0.01603,0.0,0.1931504248412736
46,1627171200,2185.98,5.914,2.797,0.249,2.012,0.01681,0.0,0.2038707640683682
47,1627257600,2194.34,5.855,2.93,0.2529,2.204,0.01681,0.0,0.2065388044463469
48,1627344000,2228.67,6.02,2.988,0.2448,2.332,0.01903,0.0,0.2019629149268809
49,1627430400,2301.98,5.945,2.922,0.2524,2.22,0.01922,0.0,0.206492809725573
50,1627516800,2301.12,5.937,2.907,0.2475,2.373,0.01965,0.0,0.2093527233294195
51,1627603200,2383.24,5.967,2.925,0.2611,2.312,0.02095,0.0,0.2122206012126803
52,1627689600,2463.61,6.278,2.952,0.2765,2.398,0.02313,0.0,0.2212239743144397
53,1627776000,2531.75,6.244,2.965,0.2968,2.388,0.0239,0.0,0.2340608689869692
54,1627862400,2556.41,6.112,2.947,0.2735,2.299,0.02211,0.0,0.218179054301285
55,1627948800,2608.44,5.981,2.961,0.2803,2.367,0.02215,0.0,0.2204492039814769
56,1628035200,2508.21,5.754,2.918,0.2788,2.43,0.02129,0.0,0.2144784818795849
57,1628121600,2725.72,5.947,3.069,0.2913,2.475,0.02306,0.0,0.2209723221014569
58,1628208000,2829.23,6.15,3.13,0.3117,2.512,0.02456,0.0,0.2423867762748043
59,1628294400,2892.36,6.21,3.328,0.3145,2.498,0.02519,0.0,0.2422697820315364
60,1628380800,3162.43,6.618,3.433,0.3192,2.83,0.02571,0.0,0.2550821433272563
61,1628467200,3013.75,6.327,3.208,0.2948,2.756,0.02553,0.0,0.235092928716728
62,1628553600,3164.94,6.494,3.438,0.3318,3.051,0.02605,0.0,0.2777275346747697
63,1628640000,3141.67,6.436,3.419,0.3329,3.012,0.02683,0.0,0.2738589722601105
64,1628726400,3163.42,6.388,3.605,0.3427,3.015,0.02974,0.0,0.2717352873780119
65,1628812800,3047.29,6.17,3.403,0.3412,2.995,0.02831,0.0,0.2626813042169288
66,1628899200,3324.26,6.267,3.811,0.3976,3.192,0.03045,0.0,0.2991910624988974
67,1628985600,3266.71,6.187,4.004,0.3917,3.124,0.03018,0.0,0.2886173654760791
68,1629072000,3311.12,6.267,4.017,0.3925,3.024,0.0299,0.0,0.3062110843998346
69,1629158400,3147.63,6.222,3.921,0.3753,3.35,0.031,0.0,0.2860667820266837
70,1629244800,3011.96,6.214,4.146,0.3544,3.146,0.02849,0.0,0.2702086496893371
71,1629331200,3013.52,6.045,4.439,0.352,3.061,0.02775,0.0,0.2836022770584768
72,1629417600,3184.74,6.177,4.495,0.3763,3.077,0.0293,0.0,0.2863257703204747
73,1629504000,3286.5,6.107,4.507,0.3897,3.196,0.03027,0.0,0.3135387494980619
74,1629590400,3226.59,5.824,4.278,0.4337,3.114,0.02998,0.0,0.3024021376838448
75,1629676800,3241.65,6.153,4.245,0.4427,3.122,0.03209,0.0,0.3142267746671599
76,1629763200,3322.71,5.91,4.133,0.4236,3.506,0.03366,0.0,0.3272020821626655
77,1629849600,3172.57,5.509,3.988,0.4039,3.412,0.03077,0.0,0.3027336153835332
78,1629936000,3228.86,5.677,4.025,0.4189,3.969,0.032,0.0,0.3085166672418316
79,1630022400,3093.62,5.576,3.701,0.3906,4.076,0.02914,0.0,0.2890419721744857
80,1630108800,3275.87,5.87,3.993,0.421,4.835,0.0305,0.0,0.3089390438761511
81,1630195200,3246.78,5.899,4.119,0.4149,4.593,0.03075,0.0,0.3020286965674294
82,1630281600,3225.3,5.664,4.232,0.4057,4.43,0.03412,0.0,0.3139069333179733
83,1630368000,3228.46,5.563,3.994,0.3973,4.247,0.0317,0.0,0.3277467084876728
84,1630454400,3435.17,5.511,3.95,0.451,4.164,0.03294,0.0,0.3216293620427348
85,1630540800,3829.18,5.709,4.068,0.4475,4.351,0.03531,0.0,0.332484286829237
86,1630627200,3787.7,5.845,3.949,0.438,4.353,0.03485,0.0,0.3256991436090915
87,1630713600,3939.79,6.401,4.157,0.4501,4.265,0.03589,0.0,0.3337925757968587
88,1630800000,3887.01,6.378,4.116,0.4744,4.28,0.05586,0.0,0.3351492633685616
89,1630886400,3952.33,6.333,4.222,0.4806,4.153,0.04336,0.0,0.34038077843016
90,1630972800,3928.4,6.279,4.142,0.6203,4.271,0.04329,0.0,0.4845241487111146
91,1631059200,3433.48,6.027,3.583,0.47,3.559,0.03464,0.0,0.3477110399738389
92,1631145600,3499.69,5.861,3.482,0.4458,3.656,0.03482,0.0,0.3366779545711978
93,1631232000,3424.24,5.88,3.509,0.4525,3.732,0.03869,0.0,0.3355397583396969
94,1631318400,3209.41,5.666,3.994,0.4097,3.684,0.03501,0.0,0.3084799350885241
95,1631404800,3266.43,5.607,3.647,0.4075,3.734,0.03472,0.0,0.3151714438197904
96,1631491200,3405.32,5.586,3.631,0.4354,3.932,0.03562,0.0,0.3235513556407748
97,1631577600,3285.4,5.243,3.488,0.4145,3.812,0.03289,0.0,0.3155218047356189
98,1631664000,3436.05,5.22,3.659,0.4313,3.83,0.03398,0.0,0.3141279953411549
99,1631750400,3615.22,5.216,3.744,0.4843,3.852,0.03525,0.0,0.3418734554299612
100,1631836800,3569.26,5.494,3.582,0.4985,4.17,0.03412,0.0,0.3351335748787171
101,1631923200,3398.82,5.397,3.491,0.4674,3.948,0.03358,0.0,0.3251121120818246
102,1632009600,3435.76,5.472,3.749,0.4771,3.898,0.03515,0.0,0.332119110081962
103,1632096000,3328.85,5.442,3.61,0.4469,3.92,0.03326,0.0,0.3254388976466898
104,1632182400,2966.51,5.066,3.167,0.3781,3.537,0.02771,0.0,0.2739470448469774
105,1632268800,2760.2,5.015,3.011,0.3426,3.326,0.02473,0.0,0.2556534962188058
106,1632355200,3078.88,5.148,3.206,0.3903,3.723,0.02808,0.0,0.308866972331592
107,1632441600,3154.62,5.08,3.204,0.3935,3.423,0.02931,0.0,0.3005380238683481
108,1632528000,2930.86,5.033,3.031,0.3565,2.498,0.02661,0.0,0.2797767101947898
109,1632614400,2925.34,5.047,3.042,0.3955,2.217,0.02636,0.0,0.295631244263862
110,1632700800,3064.21,5.06,2.922,0.3584,2.272,0.02556,0.0,0.2755413605247032
111,1632787200,2927.73,5.024,2.904,0.347,2.579,0.02494,0.0,0.2616960959109368
112,1632873600,2807.44,5.001,2.755,0.3368,2.356,0.02336,0.0,0.2593380720746778
113,1632960000,2850.87,5.004,2.774,0.3442,2.346,0.02383,0.08599,0.2620649392925882
114,1633046400,3000.83,5.035,2.857,0.3619,2.463,0.02599,0.1008,0.2718309369027851
115,1633132800,3310.63,5.911,3.049,0.4012,2.702,0.02903,0.1007,0.2932776185534799
116,1633219200,3389.48,5.76,3.075,0.4075,2.797,0.03044,0.1015,0.3017943467211268
117,1633305600,3420.14,5.72,3.055,0.4126,2.829,0.03068,0.1143,0.3010022083633609
118,1633392000,3384.5,5.617,2.983,0.3942,2.844,0.02955,0.1124,0.3069113841429152
119,1633478400,3516.09,5.751,3.054,0.4087,2.816,0.03221,0.1046,0.3199473437980201
120,1633564800,3576.19,5.89,3.087,0.426,2.632,0.0329,0.09906,0.3151426432637643
121,1633651200,3588.2,5.69,3.1,0.4193,2.576,0.03463,0.0963,0.309528630898449
122,1633737600,3562.84,5.671,3.173,0.4241,2.608,0.03745,0.09981,0.3093926410255082
123,1633824000,3576.4,5.788,3.287,0.4291,2.58,0.03576,0.09894,0.3187401504417315
124,1633910400,3416.49,5.623,2.975,0.4213,2.527,0.0342,0.09026,0.2885825366674683
125,1633996800,3544.14,5.748,2.835,0.417,2.602,0.03346,0.08855,0.2965514520134405
126,1634083200,3490.61,5.625,2.831,0.4037,2.521,0.0318,0.08626,0.2880797228285792
127,1634169600,3607.55,5.661,2.805,0.4171,2.624,0.03312,0.08491,0.2915666775752025
128,1634256000,3791.23,5.667,2.905,0.4139,2.443,0.0334,0.0912,0.2948161196182539
129,1634342400,3868.16,5.837,3.05,0.7208,2.528,0.03125,0.08944,1.42781972561843
130,1634428800,3829.61,5.662,3.081,0.9346,2.499,0.03144,0.08706,1.565787668400518
131,1634515200,3846.66,5.602,2.945,0.909,2.54,0.03012,0.08367,1.478020887181259
132,1634601600,3746.14,5.409,2.938,0.8273,2.432,0.03087,0.08375,1.3111643471112335
133,1634688000,3877.45,5.247,2.931,0.7779,2.607,0.03083,0.08293,1.224491189054519
134,1634774400,4162.49,5.308,3.04,0.7702,2.7,0.03205,0.08715,1.1832596099516175
135,1634860800,4062.76,5.138,2.997,0.7284,2.571,0.03193,0.08346,1.1401528581261822
136,1634947200,3971.95,4.995,3.284,0.7399,2.521,0.03225,0.08436,1.1318208581162978
137,1635033600,4168.96,4.994,3.13,0.7291,2.649,0.03193,0.084,1.153993720467398
138,1635120000,4082.08,5.126,2.982,0.7,2.736,0.03127,0.08156,1.105394145498912
139,1635206400,4220.26,5.034,3.038,0.8059,2.907,0.03186,0.08517,1.1190306427132528
140,1635292800,4129.95,4.88,3.02,0.7347,2.775,0.03089,0.09047,1.1096526837705
141,1635379200,3924.31,4.658,2.785,0.6332,2.679,0.02676,0.07542,0.9357707205271512
142,1635465600,4288.22,4.719,2.978,0.6436,2.797,0.02839,0.08122,0.9519696629824242
143,1635552000,4417.4,4.63,3.08,0.6685,2.754,0.0296,0.0928,0.9429169580359686
144,1635638400,4323.94,4.654,3.256,0.6515,2.632,0.03035,0.1046,0.980132542441924
145,1635724800,4290.1,4.474,3.145,0.653,2.59,0.03239,0.09571,0.9354915885381676
146,1635811200,4322.79,4.32,3.122,0.676,2.554,0.03173,0.09083,0.9103541846178596
147,1635897600,4593.15,4.19,3.19,0.7225,2.577,0.03376,0.09805,0.9321388088782676
148,1635984000,4604.4,4.155,3.77,0.6889,2.55,0.03237,0.09502,0.913958704819544
149,1636070400,4536.99,4.29,3.522,0.7368,2.949,0.03303,0.09217,0.9433747052730505
150,1636156800,4480.09,4.528,3.337,0.7111,2.838,0.03293,0.09153,0.9209654080147248
151,1636243200,4521.41,4.402,3.541,0.7274,2.709,0.03287,0.09045,0.9321175171366544
152,1636329600,4617.13,4.309,3.445,0.731,3.049,0.03255,0.09116,0.9211037093297724
153,1636416000,4810.97,4.372,3.606,0.7267,2.78,0.03209,0.09322,0.9135330312546776
154,1636502400,4732.07,4.497,3.668,0.7038,3.106,0.03227,0.08903,0.8995545699152845
155,1636588800,4632.98,4.519,3.321,0.654,2.976,0.02956,0.08246,0.8590597026088455
156,1636675200,4722.68,4.567,3.312,0.678,3.138,0.03008,0.08621,0.8719273446488638
157,1636761600,4668.7,4.556,3.161,0.653,2.951,0.02993,0.08469,0.8577242599053123
158,1636848000,4645.64,4.773,3.145,1.014,2.953,0.03061,0.09468,1.111137686943806
159,1636934400,4627.5,4.717,3.116,0.868,3.15,0.03026,0.09368,1.042298197493308
160,1637020800,4561.38,4.601,3.09,0.8122,2.763,0.03161,0.1247,0.9647601832928012
161,1637107200,4210.14,4.412,2.803,0.7314,2.656,0.02947,0.1148,0.8837705490915023
162,1637193600,4289.75,4.168,2.836,0.7171,2.59,0.03209,0.2731,0.903030474755142
163,1637280000,3998.17,3.96,2.652,0.6442,2.501,0.02867,0.23,0.8067960490731698
164,1637366400,4299.27,4.092,2.759,0.713,2.53,0.02979,0.2349,0.8502513097980365
165,1637452800,4415.72,4.008,3.01,0.7418,2.457,0.03281,0.3544,0.9014258267075962
166,1637539200,4264.61,4.011,2.936,0.7156,2.58,0.0313,0.371,0.9079656022835711
167,1637625600,4090.46,3.911,2.799,0.7239,2.476,0.03019,0.393,0.8352644617468411
168,1637712000,4341.17,3.886,2.837,0.7439,2.423,0.03043,0.3771,0.8447769216580348
169,1637798400,4271.96,4.307,2.699,0.7985,2.375,0.03195,0.5832,0.8211422365288248
170,1637884800,4523.8,4.408,2.788,0.7907,2.352,0.03497,0.7436,0.8317661612234973
171,1637971200,4042.55,3.933,2.612,0.7263,2.218,0.03052,0.2256,0.7885009950226523
172,1638057600,4100.3,3.903,2.661,0.8411,2.307,0.03153,0.7117,0.9772291149815366
173,1638144000,4297.92,3.811,2.638,0.8179,2.441,0.03052,0.6604,0.9256445720505236
174,1638230400,4448.49,3.772,2.677,0.8462,2.457,0.03123,0.7111,0.9291816079956492
175,1638316800,4631.1,3.81,2.707,0.8197,2.37,0.03015,0.6506,0.908667888548364
176,1638403200,4587.74,3.945,2.72,0.8167,2.397,0.03028,0.621,0.9447295623453748
177,1638489600,4514.8,3.986,2.649,0.8429,2.388,0.03576,0.6449,0.8839087287553429
178,1638576000,4219.32,3.728,2.695,0.8032,2.389,0.03013,0.5065,0.8474555628481454
179,1638662400,4124.26,3.894,2.324,0.7382,2.079,0.02561,0.5611,0.7951079362243559
180,1638748800,4201.09,3.719,2.228,0.6989,1.969,0.02298,0.4878,0.7661541341949273
181,1638835200,4357.17,3.735,2.191,0.6951,2.139,0.0241,0.5105,0.7816390353039426
182,1638921600,4309.7,3.632,2.156,0.7055,2.1,0.02487,0.4778,0.7923330471247435
183,1639008000,4439.98,3.675,2.21,0.7274,2.162,0.02602,0.5025,0.801698046149662
184,1639094400,4111.92,3.465,2.386,0.6481,2.109,0.02718,0.4961,0.7469434692186926
185,1639180800,3902.49,3.927,2.767,0.6118,2.071,0.02412,0.4808,0.7326746922843984
186,1639267200,4088.68,3.896,2.542,0.6635,2.214,0.02461,0.5676,0.7505460865976589
187,1639353600,4135.31,3.897,2.428,0.6703,2.188,0.02415,0.5919,0.7522166494707946
188,1639440000,3785.08,3.787,2.169,0.593,2.072,0.02108,0.5056,0.7320385593510034
189,1639526400,3862.18,3.755,2.161,0.6174,2.367,0.02124,0.5041,0.7318798471619208
190,1639612800,4020.19,3.847,2.317,0.6383,2.309,0.02207,0.501,0.7396658952839729
191,1639699200,3957.03,3.806,2.275,0.617,2.233,0.02157,0.4667,0.7246894352088694
192,1639785600,3876.37,3.78,2.474,0.5929,2.179,0.0219,0.4528,0.710239268085913
193,1639872000,3961.96,3.765,2.567,0.6036,2.154,0.02227,0.4652,0.7232979756092993
194,1639958400,3924.55,3.775,2.581,0.6,2.162,0.0219,0.444,0.7316175732040687
195,1640044800,3945.57,3.796,2.44,0.5903,2.236,0.02127,0.4303,0.7208085778001648
196,1640131200,4017.7,3.823,2.513,0.6234,2.355,0.0223,0.4413,0.7405932455526493
197,1640217600,3981.26,3.943,2.464,0.6559,2.157,0.02257,0.4378,0.7432289067368054
198,1640304000,4112.35,3.982,2.512,0.6933,2.489,0.02414,0.5131,0.7936118383526757
199,1640390400,4047.87,3.924,2.536,0.6739,2.526,0.02376,0.4726,0.7815485461231
200,1640476800,4097.06,3.85,2.65,0.7016,2.523,0.02446,0.4979,0.8288002161073238
201,1640563200,4063.44,3.852,2.729,0.7151,2.497,0.02446,0.5113,0.8249258055748865
202,1640649600,4037.87,3.812,2.634,0.7066,2.345,0.02423,0.5367,0.8151320554014406
203,1640736000,3793.54,3.81,2.459,0.6392,2.139,0.02193,0.4667,0.7435831644639042
204,1640822400,3629.31,3.96,2.392,0.6189,2.189,0.02123,0.4497,0.7346562086406083
205,1640908800,3710.08,4.494,2.378,0.6528,2.134,0.02152,0.462,0.7582009097663371
206,1640995200,3675.79,4.385,2.443,0.734,2.272,0.0211,0.4507,0.7416009501840515
207,1641081600,3766.74,4.229,2.471,0.7491,2.267,0.0217,0.4618,0.7565699875434753
208,1641168000,3830.92,4.243,2.401,0.7497,2.14,0.02314,0.4568,0.7693112170481777
209,1641254400,3765.16,4.094,2.291,0.8252,2.121,0.02285,0.4411,0.7458436557203798
210,1641340800,3785.67,4.01,2.212,0.8394,2.107,0.02215,0.4257,0.7368559769309986
211,1641427200,3536.77,3.596,2.094,0.7723,2.099,0.02034,0.3767,0.6860124764620704
212,1641513600,3406.48,3.538,2.024,0.7188,1.942,0.02034,0.3827,0.6746867585587724
