,time,ETH,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,0x09a3ecafa817268f77be1283176b946c4ff2e608,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,0xa3ee21c306a700e682abcdfe9baa6a08f3820419,0xbe9375c6a420d2eeb258962efb95551a5b722803,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0x4fe83213d56308330ec302a8bd641f1d0113a4cc
768,1689552000,1923.31,0.1897,0.03269,0.1178,0.2049,0.004231,0.02494,0.0781863658330201
769,1689638400,1911.56,0.1749,0.03248,0.1172,0.2022,0.00445,0.02796,0.0776621525957763
770,1689724800,1897.76,0.1671,0.03226,0.1135,0.2003,0.004896,0.02628,0.0769944645096751
771,1689811200,1888.8,0.1654,0.03295,0.1142,0.1943,0.00476,0.02578,0.0761659040680238
772,1689897600,1891.77,0.2051,0.03245,0.1131,0.1949,0.00504,0.02642,0.0748725059372375
773,1689984000,1891.92,0.2094,0.03247,0.114,0.1916,0.00609,0.02677,0.0769150041460777
774,1690070400,1866.58,0.2085,0.03256,0.115,0.1892,0.0079,0.02615,0.0764124001758956
775,1690156800,1888.72,0.2106,0.032,0.1163,0.2048,0.00707,0.02649,0.0772806864267953
776,1690243200,1849.87,0.1751,0.03138,0.1113,0.1917,0.006512,0.0246,0.0744568305414006
777,1690329600,1857.51,0.2046,0.03157,0.1107,0.1889,0.006018,0.02409,0.0747394694383833
778,1690416000,1871.94,0.2055,0.03117,0.1182,0.1942,0.005897,0.02333,0.0799583045387999
779,1690502400,1860.95,0.1753,0.03168,0.1148,0.2023,0.005676,0.02368,0.0807586215991254
780,1690588800,1874.32,0.1466,0.03057,0.1166,0.2007,0.00656,0.02368,0.0780021941120221
781,1690675200,1880.9,0.2049,0.03142,0.122,0.2016,0.00689,0.02349,0.0798987827758072
782,1690761600,1861.71,0.2044,0.0315,0.1161,0.1932,0.00666,0.0232,0.078743613481264
783,1690848000,1856.01,0.204,0.03147,0.115,0.1913,0.006218,0.02298,0.0774560366228317
784,1690934400,1872.96,0.2305,0.03073,0.1161,0.1932,0.00623,0.02351,0.0793429514903373
785,1691020800,1839.07,0.2216,0.03118,0.1127,0.1894,0.00645,0.02327,0.078333843169213
786,1691107200,1834.44,0.2218,0.03084,0.1129,0.1875,0.00645,0.02271,0.0756711291025755
787,1691193600,1827.52,0.1859,0.03033,0.1096,0.1837,0.007438,0.0222,0.0756070171582651
788,1691280000,1834.9,0.1487,0.02891,0.1124,0.2215,0.006863,0.02439,0.0751101215852774
789,1691366400,1827.81,0.174,0.02803,0.1148,0.2206,0.006726,0.02349,0.0753504528923345
790,1691452800,1827.07,0.2183,0.028,0.1134,0.2055,0.00732,0.02313,0.0746647953863847
791,1691539200,1855.78,0.2263,0.02431,0.1137,0.1977,0.00604,0.02353,0.07677641455445
792,1691625600,1854.14,0.2247,0.022,0.1139,0.2029,0.006527,0.02331,0.0807768144881518
793,1691712000,1850.51,0.1518,0.01963,0.1134,0.195,0.00611,0.02279,0.0753934267280437
794,1691798400,1847.01,0.1564,0.019,0.1128,0.2105,0.007148,0.02291,0.0745033068430564
795,1691884800,1849.08,0.1612,0.017,0.1113,0.2079,0.006768,0.02308,0.0758716826924825
796,1691971200,1839.07,0.1592,0.01696,0.1108,0.2036,0.006749,0.02289,0.0757811768556335
797,1692057600,1844.02,0.1947,0.01672,0.1129,0.1957,0.006675,0.02311,0.072446617267703
798,1692144000,1827.21,0.1925,0.01498,0.1084,0.1886,0.006432,0.02163,0.072446617267703
799,1692230400,1805.68,0.1406,0.01481,0.1021,0.1799,0.00586,0.02067,0.0687101304749056
800,1692316800,1681.74,0.1664,0.01344,0.099,0.1631,0.004894,0.01931,0.0681691968345447
801,1692403200,1661.34,0.1636,0.015,0.09352,0.1617,0.00566,0.01968,
802,1692489600,1669.67,0.1204,0.015,0.09286,0.1658,0.00497,0.02008,
803,1692576000,1685.38,0.1527,0.01523,0.09405,0.1638,0.005225,0.02008,
804,1692662400,1667.37,0.1194,0.01504,0.09289,0.1626,0.005486,0.01939,
805,1692748800,1634.23,0.1859,0.01481,0.09173,0.1648,0.005328,0.01934,0.0594968341672774
806,1692835200,1679.23,0.1189,0.01475,0.09084,0.1657,0.005374,0.01991,0.0594968341672774
807,1692921600,1660.46,0.1233,0.01416,0.08996,0.1622,0.005247,0.01955,
808,1693008000,1652.94,0.1519,0.0141,0.08729,0.1622,0.005141,0.01936,
809,1693094400,1646.3,0.1516,0.01392,0.08995,0.1603,0.005169,0.01908,
810,1693180800,1657.6,0.1859,0.01433,0.08795,0.1584,0.005371,0.01922,
811,1693267200,1652.22,0.1522,0.01389,0.08673,0.1568,0.005105,0.01946,
812,1693353600,1729.38,0.1331,0.01427,0.0918,0.156,0.005171,0.02048,0.0200072882921005
813,1693440000,1705.51,0.1576,0.01448,0.09086,0.1546,0.004997,0.01998,0.0200072882921005
814,1693526400,1645.67,0.1144,0.01323,0.08425,0.1489,0.004756,0.01885,0.0562655428908058
815,1693612800,1628.51,0.1058,0.014,0.08174,0.1488,0.004658,0.01859,0.0555906181901871
816,1693699200,1636.88,0.1261,0.01402,0.08377,0.1897,0.004649,0.01854,0.0552031730957257
817,1693785600,1635.72,0.1083,0.01449,0.08528,0.1653,0.005071,0.01662,
818,1693872000,1629.77,0.1859,0.01405,0.0838,0.1557,0.004906,0.01587,
819,1693958400,1633.83,0.1496,0.01362,0.08573,0.1528,0.00482,0.01641,
820,1694044800,1632.35,0.1494,0.0133,0.08462,0.1536,0.004815,0.01607,0.0560849639986244
821,1694131200,1647.63,0.1859,0.01377,0.08372,0.1545,0.004828,0.01611,0.0560849639986244
822,1694217600,1636.13,0.1503,0.01342,0.08429,0.1535,0.004876,0.01598,0.0558610994843617
823,1694304000,1635.27,0.18,0.01413,0.08326,0.159,0.004824,0.01599,0.056389267534436
824,1694390400,1616.78,0.1801,0.01351,0.08236,0.1572,0.004721,0.01469,0.0542568129769892
825,1694476800,1551.53,0.1952,0.01297,0.07963,0.1478,0.00453,0.01412,0.0518815538055806
826,1694563200,1593.09,0.1948,0.01324,0.07967,0.1492,0.004572,0.01386,0.053749826873291
827,1694649600,1607.97,0.1568,0.01321,0.07821,0.1461,0.004727,0.0141,0.053569069122834
828,1694736000,1627.01,0.1459,0.01315,0.08495,0.1486,0.006069,0.0144,0.0551963532775529
829,1694822400,1641.48,0.1594,0.01318,0.08518,0.1482,0.006681,0.01472,0.056887421068289
830,1694908800,1634.86,0.1398,0.01345,0.08637,0.147,0.006997,0.01486,0.0574873261137252
831,1694995200,1622.81,0.1396,0.01274,0.08164,0.1455,0.005436,0.01421,0.0571275689216048
832,1695081600,1637.19,0.1427,0.01329,0.08214,0.1462,0.005566,0.01431,0.0555810487615558
833,1695168000,1643.58,0.1382,0.01309,0.08843,0.1451,0.006772,0.01433,0.0595763826016508
834,1695254400,1622.39,0.1418,0.01299,0.08867,0.145,0.006749,0.01392,0.0599970518749957
835,1695340800,1584.04,0.1392,0.01259,0.08637,0.1403,0.006209,0.01315,0.0613553289796319
836,1695427200,1593.13,0.1409,0.01271,0.08613,0.1402,0.006755,0.01348,0.0594846201347063
837,1695513600,1593.91,0.1384,0.01261,0.0864,0.1414,0.007444,0.01344,0.0587920572157174
838,1695600000,1580.76,0.1438,0.0131,0.08619,0.1377,0.006671,0.01328,0.0593619997896892
839,1695686400,1588.04,0.1384,0.01305,0.085,0.1356,0.006924,0.01352,0.0578828880362388
840,1695772800,1593.27,0.1426,0.01287,0.08581,0.1338,0.007361,0.01336,0.0580904661507468
841,1695859200,1597.73,0.1467,0.01344,0.08497,0.133,0.007302,0.0133,0.0589689074273775
842,1695945600,1652.9,0.1481,0.01309,0.08647,0.1366,0.007107,0.01344,0.0577549072777218
843,1696032000,1667.44,0.1589,0.01375,0.08707,0.1361,0.00692,0.01437,0.0585661309608408
844,1696118400,1670.97,0.1539,0.01439,0.08866,0.1381,0.00665,0.01426,0.0587979012062422
845,1696204800,1733.44,0.1581,0.015,0.09212,0.1421,0.007003,0.01506,0.0620418580411212
846,1696291200,1662.8,0.1679,0.01393,0.08883,0.1358,0.006734,0.01477,0.06112572570732
847,1696377600,1656.96,0.1541,0.0139,0.08738,0.1378,0.006313,0.01538,0.060053619464675
848,1696464000,1646.79,0.153,0.01351,0.08723,0.139,0.006422,0.01569,0.0591213047779917
849,1696550400,1611.72,0.148,0.01359,0.08558,0.1405,0.006673,0.01447,0.0573200647850691
850,1696636800,1645.93,0.1504,0.01437,0.09864,0.1414,0.00716,0.01462,0.0648460342433838
851,1696723200,1634.64,0.1495,0.01398,0.09307,0.1409,0.006865,0.01465,0.069615546856122
852,1696809600,1633.61,0.1431,0.01427,0.09553,0.1387,0.006681,0.01438,0.0685708523064493
853,1696896000,1580.25,0.1309,0.01357,0.08766,0.1336,0.006511,0.01339,0.0597255258811103
854,1696982400,1567.68,0.1313,0.01421,0.09164,0.1328,0.006286,0.01339,0.0603691384536269
855,1697068800,1566.52,0.1299,0.01367,0.08633,0.1328,0.006595,0.01322,0.0591578452959928
856,1697155200,1539.43,0.1285,0.013,0.0957,0.1341,0.00645,0.01353,0.0636803060249687
857,1697241600,1552.12,0.1312,0.012,0.1028,0.1319,0.006534,0.01368,0.0707960396958104
858,1697328000,1555.02,0.1328,0.01238,0.11,0.132,0.006453,0.01355,0.0717530923522263
859,1697414400,1557.99,0.1431,0.01279,0.107,0.1319,0.00659,0.01366,0.0743575932498614
860,1697500800,1600.09,0.1456,0.01199,0.1082,0.1331,0.006736,0.01386,0.0749614926204065
861,1697587200,1565.4,0.1406,0.012,0.1094,0.1324,0.00731,0.01324,0.0756100322354458
862,1697673600,1563.66,0.1363,0.0113,0.1001,0.1309,0.006646,0.01296,0.0675153081628116
863,1697760000,1567.55,0.1446,0.01245,0.09429,0.1301,0.006302,0.01265,0.0637869913315229
864,1697846400,1604.86,0.1419,0.01264,0.09547,0.1324,0.006484,0.01291,0.0621663422278295
865,1697932800,1629.44,0.1448,0.01322,0.09726,0.1324,0.00655,0.01351,0.0647619176175983
866,1698019200,1664.18,0.1696,0.01272,0.09924,0.1347,0.006524,0.01427,0.0668312813720209
867,1698105600,1766.32,0.1619,0.01272,0.09988,0.1366,0.006694,0.01471,0.0688940502347594
868,1698192000,1785.2,0.1554,0.0137,0.1076,0.1355,0.006909,0.01507,0.0726276627573293
869,1698278400,1787.67,0.184,0.01253,0.1069,0.1384,0.007061,0.01599,0.0700593575745061
870,1698364800,1803.72,0.2534,0.01222,0.1055,0.1406,0.006926,0.0186,0.0723315404668041
871,1698451200,1779.98,0.2698,0.01253,0.1055,0.1493,0.007102,0.01755,0.071258975566437
872,1698537600,1776.59,0.2525,0.01277,0.1079,0.1486,0.007284,0.0181,0.0709612169159854
873,1698624000,1795.69,0.2448,0.01282,0.1085,0.1516,0.007452,0.02085,0.0733446632194596
874,1698710400,1809.85,0.2427,0.01307,0.1105,0.1529,0.007819,0.0199,0.0725524458954912
875,1698796800,1815.45,0.2287,0.01283,0.1059,0.1587,0.007806,0.01912,0.0736768736634031
876,1698883200,1847.63,0.2446,0.0128,0.1198,0.1613,0.008795,0.01961,0.0823071266695741
877,1698969600,1801.34,0.2158,0.01234,0.1152,0.1571,0.008628,0.01829,0.0795871979546435
878,1699056000,1833.71,0.2068,0.01202,0.1128,0.1524,0.00827,0.01862,0.0771995751731886
879,1699142400,1857.23,0.2091,0.01192,0.1154,0.1552,0.008655,0.0196,0.0776860868174042
880,1699228800,1893.28,0.2113,0.01194,0.1188,0.1572,0.00852,0.02044,0.0774588112558211
881,1699315200,1901.65,0.2156,0.01219,0.1172,0.1577,0.008253,0.02126,0.0778635474072007
882,1699401600,1886.12,0.2143,0.01208,0.1168,0.1614,0.007997,0.02097,0.0819485323811248
883,1699488000,1889.05,0.2494,0.01246,0.1214,0.1745,0.00835,0.02276,0.0811704599785164
884,1699574400,2121.13,0.2405,0.01258,0.1145,0.1658,0.008103,0.02389,0.0837701834852969
885,1699660800,2078.52,0.2999,0.014,0.119,0.1706,0.00873,0.02528,0.0819261631858034
886,1699747200,2053.53,0.2877,0.0145,0.126,0.1706,0.01019,0.02458,0.0827995707376224
887,1699833600,2045.4,0.2829,0.01423,0.1185,0.1769,0.009307,0.0243,0.0828133986778884
888,1699920000,2054.32,0.2473,0.01332,0.1222,0.1687,0.009039,0.02212,0.0820240089962479
889,1700006400,1979.66,0.2356,0.0135,0.1157,0.1678,0.008612,0.02306,0.0778479916300254
890,1700092800,2059.63,0.2453,0.0133,0.1193,0.1748,0.00898,0.02419,0.0813761896761833
891,1700179200,1961.54,0.2395,0.01305,0.1164,0.1673,0.008533,0.02347,0.0757269966797885
892,1700265600,1961.61,0.2217,0.01292,0.1157,0.1741,0.008474,0.02604,0.0759672927940675
893,1700352000,1963.67,0.2272,0.01292,0.1165,0.1823,0.008287,0.02349,0.0764213231637155
894,1700438400,2012.46,0.2308,0.01299,0.1172,0.1832,0.008472,0.02454,0.0794716238444316
895,1700524800,2022.62,0.2534,0.01293,0.1172,0.1877,0.008273,0.02561,0.0770821977122554
896,1700611200,1933.76,0.2148,0.01036,0.1086,0.1798,0.00731,0.0227,0.0727826424511933
897,1700697600,2064.08,0.2273,0.01429,0.1112,0.196,0.007844,0.02538,0.0757413598145486
898,1700784000,2062.63,0.2306,0.01367,0.1091,0.2153,0.007755,0.02417,0.0726978591636389
899,1700870400,2082.24,0.2336,0.01449,0.1082,0.2275,0.007954,0.02449,0.0739442076926888
900,1700956800,2084.06,0.2503,0.014,0.1123,0.2233,0.008024,0.02638,0.0767918158085426
901,1701043200,2063.01,0.2622,0.017,0.1159,0.2188,0.00817,0.02725,0.0735802931089711
902,1701129600,2027.67,0.2407,0.02348,0.1111,0.2079,0.007705,0.02733,0.0691265803256233
903,1701216000,2049.1,0.2486,0.0218,0.1097,0.21,0.00791,0.02636,0.0777648362292748
904,1701302400,2029.17,0.2524,0.02215,0.112,0.2215,0.007934,0.0251,0.0741680748916197
905,1701388800,2052.93,0.2427,0.02182,0.116,0.2114,0.007863,0.02518,0.0759959513448181
906,1701475200,2088.21,0.2429,0.02404,0.1169,0.2164,0.008144,0.02601,0.0752944691022975
907,1701561600,2165.6,0.2506,0.02461,0.1162,0.2113,0.008186,0.02651,0.080020131318653
908,1701648000,2193.78,0.2516,0.02663,0.1179,0.2094,0.008051,0.02668,0.0799187587624886
909,1701734400,2243.25,0.2409,0.02741,0.1267,0.2114,0.008121,0.02939,0.0807248849205535
910,1701820800,2293.88,0.2418,0.02519,0.1257,0.2073,0.008235,0.03037,0.0875063912213144
911,1701907200,2232.96,0.2244,0.02503,0.1236,0.1983,0.008284,0.02889,0.0839243684666542
912,1701993600,2356.77,0.2361,0.02144,0.1208,0.201,0.008461,0.03152,0.0859772587343678
913,1702080000,2358.94,0.2442,0.02186,0.1229,0.2118,0.008752,0.03305,0.0880943927748861
914,1702166400,2341.13,0.2784,0.02127,0.1262,0.2113,0.009575,0.03242,0.0840529411193008
915,1702252800,2352.31,0.2809,0.02191,0.1244,0.2153,0.009433,0.03458,0.0844609620173329
916,1702339200,2224.1,0.2613,0.02004,0.1184,0.2012,0.008652,0.03069,0.0801612178259312
917,1702425600,2202.33,0.2698,0.01996,0.114,0.5939,0.008589,0.03071,0.0796863103854884
918,1702512000,2260.72,0.2763,0.0202,0.1154,0.6048,0.008749,0.03157,0.0801820016200013
919,1702598400,2316.03,0.2703,0.02269,0.1178,0.57,0.008894,0.03209,0.082571062063439
920,1702684800,2220.32,0.2598,0.02001,0.1177,0.5533,0.008459,0.02959,0.0815966693982832
921,1702771200,2227.14,0.2724,0.0217,0.1194,0.528,0.008641,0.03052,0.0799557165275376
922,1702857600,2194.84,0.2577,0.02141,0.1197,0.4734,0.008735,0.02963,0.0768228118717676
923,1702944000,2218.75,0.252,0.02102,0.1173,0.4444,0.008542,0.02928,0.0776103162553703
924,1703030400,2177.38,0.2506,0.02061,0.1189,0.4934,0.008514,0.02851,0.0743409174198861
925,1703116800,2202.03,0.2451,0.0203,0.1207,0.5095,0.008676,0.03043,0.0778902130892184
926,1703203200,2239.88,0.2412,0.02107,0.1215,0.5115,0.00896,0.03148,0.0820326503304332
927,1703289600,2326.53,0.248,0.02132,0.1234,0.4881,0.00905,0.03221,0.0811177448812518
928,1703376000,2309.54,0.248,0.02053,0.1231,0.4828,0.009053,0.03158,0.0839416749341195
929,1703462400,2265.42,0.2431,0.01987,0.1291,0.4649,0.008722,0.03099,0.085974760120361
930,1703548800,2271.75,0.2492,0.01989,0.1305,0.4762,0.008928,0.03569,0.0885151352470424
931,1703635200,2230.94,0.2409,0.02032,0.1231,0.4652,0.008745,0.03311,0.0854063200534724
932,1703721600,2380.34,0.2437,0.02056,0.1286,0.5288,0.00895,0.03349,0.0882537842248113
933,1703808000,2345.44,0.2732,0.02119,0.1244,0.5069,0.008748,0.03138,0.0882844082942446
934,1703894400,2299.64,0.2497,0.02013,0.1161,0.5589,0.008601,0.03088,0.0819639797525725
935,1703980800,2291.65,0.2436,0.02114,0.119,0.6989,0.008502,0.03072,0.0819224117935595
936,1704067200,2281.36,0.2264,0.02077,0.1234,0.6661,0.008806,0.03039,0.0783146921539087
937,1704153600,2352.65,0.2314,0.02106,0.1215,0.7218,0.008846,0.03211,0.0894396924693053
938,1704240000,2356.28,0.2281,0.02089,0.1205,0.7331,0.008836,0.03099,0.0831147528958079
939,1704326400,2210.57,0.1918,0.01992,0.1345,0.6745,0.008091,0.02683,0.0916058564080462
940,1704412800,2269.47,0.2002,0.02045,0.1457,0.6927,0.008125,0.02801,0.1009103329778465
941,1704499200,2270.21,0.2048,0.02068,0.1474,0.6475,0.007878,0.02675,0.107022645562764
942,1704585600,2241.73,0.1967,0.0222,0.1428,0.5784,0.007981,0.02622,0.093662375693344
943,1704672000,2222.73,0.1871,0.02069,0.1301,0.5254,0.007335,0.02469,0.0904027020381956
944,1704758400,2332.66,0.1944,0.02169,0.176,0.5511,0.007558,0.02656,0.1208775309787434
945,1704844800,2344.97,0.1872,0.02076,0.1518,0.5835,0.007176,0.02469,0.1045048462996643
946,1704931200,2584.69,0.1995,0.02108,0.1583,0.5891,0.007677,0.02731,0.112049836141369
947,1705017600,2618.71,0.2052,0.02061,0.1583,0.607,0.007882,0.02799,0.1126733974224945
948,1705104000,2522.11,0.1956,0.0204,0.165,0.5636,0.007465,0.02599,0.1073457646511941
949,1705190400,2577.89,0.2071,0.0205,0.167,0.58,0.007579,0.02673,0.1131037436885691
950,1705276800,2470.94,0.1951,0.02112,0.1923,0.5478,0.007339,0.02528,0.1299747344582973
951,1705363200,2510.12,0.2032,0.02207,0.1675,0.5595,0.00753,0.02521,0.1140738078027757
952,1705449600,2586.91,0.2081,0.02223,0.1668,0.5838,0.007657,0.02589,0.1128483073289365
953,1705536000,2528.09,0.1994,0.02127,0.1573,0.5883,0.00761,0.0255,0.1076437545611483
954,1705622400,2468.6,0.1891,0.02075,0.1448,0.5578,0.007184,0.0238,0.1031786487104622
955,1705708800,2490.05,0.1911,0.02062,0.1441,0.5404,0.007271,0.02379,0.0998912906014228
956,1705795200,2470.31,0.1935,0.02054,0.1437,0.5287,0.007312,0.02373,0.0939824523612786
957,1705881600,2455.35,0.2013,0.02043,0.1419,0.5314,0.007341,0.02402,0.0951103626319262
958,1705968000,2311.54,0.1834,0.01984,0.1373,0.4897,0.006888,0.0223,0.0885694095160263
959,1706054400,2241.32,0.1776,0.01896,0.1278,0.5072,0.006814,0.02189,0.0836293097676053
960,1706140800,2234.13,0.179,0.01832,0.1285,0.5058,0.006948,0.02246,0.0894587809154702
961,1706227200,2217.5,0.1753,0.01818,0.1228,0.493,0.006985,0.0221,0.0861968361247536
962,1706313600,2267.33,0.1854,0.01888,0.1285,0.5165,0.007187,0.02308,0.0951563068015766
963,1706400000,2267.97,0.1841,0.01933,0.1285,0.5246,0.007212,0.02328,0.0879888324258274
964,1706486400,2256.6,0.1818,0.01931,0.1256,0.5058,0.006973,0.02272,0.0874028272769529
965,1706572800,2317.51,0.1879,0.0191,0.129,0.5153,0.007092,0.02349,0.0937573180073603
966,1706659200,2343.1,0.184,0.02024,0.1297,0.5223,0.006959,0.02269,0.0880500093656167
967,1706745600,2281.77,0.1782,0.01983,0.123,0.4964,0.006777,0.02178,0.0827046098679132
968,1706832000,2303.34,0.1759,0.02023,0.1194,0.4959,0.006841,0.02171,0.0800128701061606
969,1706918400,2307.85,0.178,0.01977,0.1207,0.4965,0.006947,0.02189,0.0809147094794895
970,1707004800,2295.87,0.1768,0.01996,0.1195,0.4965,0.006865,0.02169,0.0807567205306422
971,1707091200,2288.68,0.173,0.01986,0.1227,0.4832,0.006752,0.02118,0.0816728330251417
972,1707177600,2299.16,0.1752,0.01885,0.1205,0.4842,0.006668,0.02187,0.0807395968755218
973,1707264000,2372.2,0.1766,0.01908,0.1248,0.4926,0.00669,0.02179,0.0839644117839847
974,1707350400,2424.33,0.1836,0.01986,0.1242,0.4874,0.006837,0.0229,0.0826385074192723
975,1707436800,2419.79,0.1828,0.02001,0.1205,0.4847,0.006848,0.02253,0.0844693630539303
976,1707523200,2487.62,0.1906,0.02025,0.1249,0.4981,0.00699,0.0241,0.0808581953303733
977,1707609600,2500.87,0.1928,0.02002,0.1285,0.5259,0.007002,0.02393,0.0831696889936477
978,1707696000,2507.91,0.1956,0.01993,0.1273,0.5543,0.007072,0.0238,0.0869456141281568
979,1707782400,2660.56,0.1998,0.01948,0.129,0.5589,0.00721,0.02462,0.0898694007069686
980,1707868800,2641.6,0.1985,0.02084,0.126,0.5446,0.007,0.02494,0.0843230980744031
981,1707955200,2777.51,0.2042,0.02057,0.1314,0.5503,0.007166,0.02588,0.0898522124310084
982,1708041600,2825.35,0.2068,0.02053,0.1393,0.5419,0.007289,0.02709,0.098979400113849
983,1708128000,2804.05,0.2056,0.02047,0.143,0.5433,0.007543,0.02657,0.0982049193231905
984,1708214400,2787.0,0.2107,0.02033,0.1397,0.5276,0.007497,0.02649,0.0948055598844116
985,1708300800,2881.4,0.2104,0.0199,0.1393,0.5314,0.007549,0.02757,0.0942948449178406
986,1708387200,2945.0,0.2142,0.02314,0.1403,0.5337,0.007745,0.02835,0.0984588308912833
987,1708473600,3015.27,0.21,0.02185,0.1408,0.5687,0.00793,0.02794,0.0940383317428622
988,1708560000,2968.67,0.1941,0.02245,0.1379,0.5749,0.007659,0.02736,0.0927681644704933
989,1708646400,2969.67,0.1867,0.02347,0.1397,0.5637,0.008107,0.02854,0.0930268379071666
990,1708732800,2922.1,0.1881,0.02492,0.1324,0.5513,0.008007,0.02926,0.0921184141064751
991,1708819200,2992.35,0.1946,0.02504,0.1403,0.569,0.00796,0.02981,0.0903909378813963
992,1708905600,3112.81,0.1954,0.02757,0.1699,0.5567,0.007938,0.03048,0.0945387739719106
993,1708992000,3178.24,0.2025,0.02911,0.1433,0.5587,0.008295,0.0337,0.0964243595112502
994,1709078400,3243.69,0.2127,0.02773,0.1482,0.5438,0.008239,0.04109,0.1016275638946169
995,1709164800,3386.34,0.2139,0.02754,0.1515,0.5315,0.008297,0.03778,0.1014481329873106
996,1709251200,3342.24,0.2244,0.02897,0.1547,0.5401,0.00879,0.03971,0.0956796639721639
997,1709337600,3435.9,0.2387,0.02965,0.1603,0.5754,0.01007,0.04177,0.1049701156136207
998,1709424000,3423.65,0.2487,0.03216,0.1667,0.6077,0.01044,0.04632,0.104937994290643
999,1709510400,3489.57,0.2507,0.037,0.1648,0.6242,0.01029,0.04489,0.1063785255496801
1000,1709596800,3631.85,0.2517,0.075,0.1669,0.6321,0.01075,0.04547,0.1115553908889668
1001,1709683200,3557.93,0.2372,0.103,0.1508,0.5606,0.009642,0.03988,0.0985170058247378
1002,1709769600,3821.19,0.259,0.081,0.155,0.6054,0.01013,0.04265,0.1043451162605719
1003,1709856000,3874.46,0.2897,0.075,0.1604,0.699,0.01081,0.04409,0.1082086303413685
1004,1709942400,3891.97,0.2811,0.118,0.1644,0.7263,0.0107,0.04387,0.1108374136905943
1005,1710028800,3913.28,0.2751,0.11,0.1707,0.7269,0.01143,0.05637,0.1143149222416668
1006,1710115200,3881.86,0.2736,0.101,0.1742,0.8862,0.01118,0.08272,0.1209436973924959
1007,1710201600,4065.75,0.2966,0.1112,0.1824,0.8838,0.01179,0.07383,0.1252370835916032
1008,1710288000,3979.43,0.2883,0.107,0.1847,0.9137,0.01242,0.07008,0.1240300107449414
1009,1710374400,4007.46,0.2721,0.1013,0.1824,0.9309,0.01274,0.0728,0.1256346567904673
1010,1710460800,3880.8,0.2574,0.097,0.1792,0.8844,0.01234,0.07043,0.127606399453353
1011,1710547200,3742.44,0.2498,0.08404,0.1752,0.8323,0.01145,0.06493,0.1139992581370449
1012,1710633600,3520.08,0.2387,0.07303,0.1628,0.824,0.01024,0.05979,0.1089496615011017
1013,1710720000,3641.61,0.2502,0.08177,0.1731,0.8501,0.01082,0.06291,0.1121091403986841
1014,1710806400,3520.31,0.2379,0.07429,0.1556,0.7887,0.0101,0.05869,0.108388895058048
1015,1710892800,3158.44,0.1964,0.07554,0.1515,0.7066,0.009191,0.05337,0.1008936896592165
1016,1710979200,3516.66,0.2005,0.08,0.1647,0.8886,0.01027,0.05875,0.1075881019907972
1017,1711065600,3492.08,0.2006,0.07059,0.1657,0.8937,0.01062,0.05686,0.1142783618888352
1018,1711152000,3337.08,0.2069,0.077,0.1713,0.8445,0.01011,0.05623,0.1130466051560059
1019,1711238400,3330.49,0.2021,0.087,0.1866,0.8523,0.01026,0.06384,0.1271877112240398
1020,1711324800,3454.45,0.2059,0.081,0.185,0.868,0.01085,0.06299,0.124352927779329
1021,1711411200,3590.96,0.2195,0.08269,0.1845,1.019,0.01142,0.06791,0.1265226181439581
1022,1711497600,3587.6,0.2374,0.07899,0.28,1.035,0.0132,0.06825,0.1866221443580429
1023,1711584000,3499.77,0.2304,0.0804,0.271,0.981,0.01235,0.06526,0.1757854443816637
1024,1711670400,3561.1,0.2897,0.07974,0.2547,0.9915,0.01211,0.06802,0.1742990677329095
1025,1711756800,3511.49,0.281,0.07731,0.2292,0.9512,0.0118,0.06543,0.1650511419320934
1026,1711843200,3507.56,0.3736,0.07942,0.2459,0.9662,0.01168,0.06753,0.1670595065623839
1027,1711929600,3645.98,0.3472,0.07606,0.2535,0.9878,0.01214,0.06919,0.1707583394450608
1028,1712016000,3505.52,0.3038,0.07027,0.2356,0.9187,0.01118,0.06364,0.1694488376750338
1029,1712102400,3279.4,0.2672,0.07173,0.2155,0.8343,0.009937,0.05686,0.1434062933679423
1030,1712188800,3312.24,0.2669,0.06481,0.2045,0.8383,0.0101,0.05562,0.1422240773437355
1031,1712275200,3329.17,0.2523,0.06111,0.2155,0.8769,0.01039,0.0575,0.1509707340583423
1032,1712361600,3319.12,0.241,0.05752,0.2116,0.8648,0.01016,0.05595,0.1544290960229034
1033,1712448000,3352.4,0.2335,0.069,0.2129,0.878,0.01036,0.05717,0.1536007011436367
1034,1712534400,3453.85,0.2346,0.086,0.2183,0.8818,0.01064,0.06153,0.1508554535614334
1035,1712620800,3694.7,0.2375,0.08169,0.2248,0.8939,0.01112,0.06572,0.1576604754164056
1036,1712707200,3504.83,0.2128,0.08,0.2342,0.8325,0.01065,0.06083,0.166417585629494
1037,1712793600,3545.56,0.2119,0.07504,0.2279,0.8143,0.01057,0.06008,0.165062940917896
1038,1712880000,3503.21,0.2073,0.07638,0.2134,0.7965,0.01068,0.05871,0.1504761283814644
1039,1712966400,3239.12,0.165,0.06018,0.1878,0.6982,0.008908,0.04759,0.1279567400803566
1040,1713052800,3011.51,0.1355,0.05407,0.1531,0.6069,0.007348,0.04068,0.1125567323723926
